3,1,429,181,82,143,-1,-1,-1,-1
3,2,220,177,101,184,-1,-1,-1,-1
3,3,139,196,94,142,-1,-1,-1,-1
3,4,102,179,49,171,-1,-1,-1,-1
3,5,55,190,79,171,-1,-1,-1,-1
3,6,0,211,40,142,-1,-1,-1,-1
4,1,429,180,84,146,-1,-1,-1,-1
4,2,223,175,101,185,-1,-1,-1,-1
4,3,143,195,90,141,-1,-1,-1,-1
4,4,109,179,43,165,-1,-1,-1,-1
4,5,54,188,98,173,-1,-1,-1,-1
4,6,0,207,41,146,-1,-1,-1,-1
5,1,430,180,89,146,-1,-1,-1,-1
5,2,225,178,108,183,-1,-1,-1,-1
5,3,149,191,90,143,-1,-1,-1,-1
5,4,113,180,48,162,-1,-1,-1,-1
5,5,55,192,105,168,-1,-1,-1,-1
5,6,0,165,42,189,-1,-1,-1,-1
6,1,434,184,84,141,-1,-1,-1,-1
6,2,229,178,109,181,-1,-1,-1,-1
6,3,159,190,81,144,-1,-1,-1,-1
6,4,117,181,48,169,-1,-1,-1,-1
6,5,56,194,108,166,-1,-1,-1,-1
6,6,0,167,42,188,-1,-1,-1,-1
7,1,443,182,77,142,-1,-1,-1,-1
7,2,234,179,108,179,-1,-1,-1,-1
7,3,170,193,73,139,-1,-1,-1,-1
7,4,125,180,55,170,-1,-1,-1,-1
7,5,59,193,107,167,-1,-1,-1,-1
7,6,0,183,42,172,-1,-1,-1,-1
8,1,451,181,70,143,-1,-1,-1,-1
8,2,244,178,98,180,-1,-1,-1,-1
8,3,181,193,61,137,-1,-1,-1,-1
8,4,131,180,62,171,-1,-1,-1,-1
8,5,70,191,96,168,-1,-1,-1,-1
8,6,0,186,42,168,-1,-1,-1,-1
9,1,462,181,58,143,-1,-1,-1,-1
9,2,247,177,101,181,-1,-1,-1,-1
9,3,196,186,47,144,-1,-1,-1,-1
9,4,137,187,63,165,-1,-1,-1,-1
9,5,108,190,59,168,-1,-1,-1,-1
9,6,0,184,43,171,-1,-1,-1,-1
10,1,471,179,50,145,-1,-1,-1,-1
10,2,248,177,101,180,-1,-1,-1,-1
10,3,207,184,41,146,-1,-1,-1,-1
10,4,145,188,57,164,-1,-1,-1,-1
10,5,100,189,69,168,-1,-1,-1,-1
10,6,0,183,46,172,-1,-1,-1,-1
