3,1,148,50,106,359,-1,-1,-1,-1
3,2,12,169,24,64,-1,-1,-1,-1
3,3,135,176,19,59,-1,-1,-1,-1
3,4,102,169,27,78,-1,-1,-1,-1
3,5,35,175,23,72,-1,-1,-1,-1
4,1,154,40,105,382,-1,-1,-1,-1
4,2,14,171,27,48,-1,-1,-1,-1
4,3,140,182,18,57,-1,-1,-1,-1
4,4,108,173,26,78,-1,-1,-1,-1
4,5,37,177,24,73,-1,-1,-1,-1
4,6,143,72,55,319,-1,-1,-1,-1
5,1,151,31,112,395,-1,-1,-1,-1
5,2,17,171,23,42,-1,-1,-1,-1
5,3,142,183,17,56,-1,-1,-1,-1
6,1,152,22,118,411,-1,-1,-1,-1
6,3,147,184,14,44,-1,-1,-1,-1
6,4,116,164,37,50,-1,-1,-1,-1
6,6,143,53,68,353,-1,-1,-1,-1
7,1,156,12,124,428,-1,-1,-1,-1
8,1,171,3,122,444,-1,-1,-1,-1
9,1,182,1,127,456,-1,-1,-1,-1
9,2,24,176,16,49,-1,-1,-1,-1
10,1,203,0,122,476,-1,-1,-1,-1
10,2,25,176,15,49,-1,-1,-1,-1
10,5,57,177,21,60,-1,-1,-1,-1
11,1,217,0,130,459,-1,-1,-1,-1
11,5,60,177,20,58,-1,-1,-1,-1
12,1,212,0,160,465,-1,-1,-1,-1
12,5,76,194,15,45,-1,-1,-1,-1
13,1,222,0,168,458,-1,-1,-1,-1
13,5,92,194,14,45,-1,-1,-1,-1
14,1,239,1,169,435,-1,-1,-1,-1
14,4,109,206,17,34,-1,-1,-1,-1
14,5,97,196,13,42,-1,-1,-1,-1
14,12,237,182,24,79,-1,-1,-1,-1
15,1,284,0,143,457,-1,-1,-1,-1
15,3,171,190,19,61,-1,-1,-1,-1
15,4,110,209,15,33,-1,-1,-1,-1
15,5,123,206,15,40,-1,-1,-1,-1
15,12,249,187,24,80,-1,-1,-1,-1
16,1,283,0,158,460,-1,-1,-1,-1
16,3,175,189,20,63,-1,-1,-1,-1
16,5,127,203,16,43,-1,-1,-1,-1
16,12,255,186,25,81,-1,-1,-1,-1
17,1,250,0,210,466,-1,-1,-1,-1
17,3,148,188,21,63,-1,-1,-1,-1
17,5,130,199,17,44,-1,-1,-1,-1
17,6,178,187,21,64,-1,-1,-1,-1
17,12,259,185,23,80,-1,-1,-1,-1
17,18,195,192,25,72,-1,-1,-1,-1
18,1,279,0,188,468,-1,-1,-1,-1
18,3,147,184,23,64,-1,-1,-1,-1
18,5,130,196,19,46,-1,-1,-1,-1
18,6,181,186,18,62,-1,-1,-1,-1
18,12,260,183,24,80,-1,-1,-1,-1
18,18,197,190,23,72,-1,-1,-1,-1
19,1,284,0,193,472,-1,-1,-1,-1
19,3,148,185,24,63,-1,-1,-1,-1
19,5,135,197,19,45,-1,-1,-1,-1
19,6,182,184,20,64,-1,-1,-1,-1
19,12,262,183,24,79,-1,-1,-1,-1
20,1,257,0,220,475,-1,-1,-1,-1
20,3,152,185,21,63,-1,-1,-1,-1
20,6,183,184,21,64,-1,-1,-1,-1
20,12,264,182,24,80,-1,-1,-1,-1
20,18,200,188,26,75,-1,-1,-1,-1
21,1,265,0,213,476,-1,-1,-1,-1
21,3,155,184,22,65,-1,-1,-1,-1
21,6,187,185,19,63,-1,-1,-1,-1
21,12,266,182,24,79,-1,-1,-1,-1
21,18,203,189,26,74,-1,-1,-1,-1
22,1,273,0,212,477,-1,-1,-1,-1
22,3,157,184,23,64,-1,-1,-1,-1
22,6,189,185,19,64,-1,-1,-1,-1
22,12,268,181,24,81,-1,-1,-1,-1
22,18,205,189,26,74,-1,-1,-1,-1
22,20,299,198,18,51,-1,-1,-1,-1
23,1,284,0,211,479,-1,-1,-1,-1
23,3,158,184,23,64,-1,-1,-1,-1
23,6,190,185,20,63,-1,-1,-1,-1
24,1,312,1,213,477,-1,-1,-1,-1
25,1,308,1,237,477,-1,-1,-1,-1
26,1,315,0,244,479,-1,-1,-1,-1
27,1,306,0,258,479,-1,-1,-1,-1
28,1,292,0,286,479,-1,-1,-1,-1
